customer_id,application_date,age,income,employment_years,loan_amount,loan_duration_months,existing_debt,debt_to_income,credit_history_months,number_of_previous_loans,missed_payments_12m,region,channel,collection_status_after_90d,default_90d
116979,2024-06-01,28,84954.0,3.2,21975.0,72,8723.0,0.1242,111.0,0,1,Sud,web,a_jour,0
118643,2023-07-26,18,33289.0,1.0,8188.0,60,11138.0,0.3551,0.0,0,0,Sud,web,a_jour,0
114973,2023-07-12,35,41410.0,9.0,8828.0,24,9690.0,0.2518,116.0,3,1,Ouest,agence,a_jour,0
115924,2023-07-25,39,43828.0,2.7,16247.0,12,6466.0,0.1784,235.0,2,2,Ouest,mobile,a_jour,0
113060,2023-08-01,22,17945.0,4.0,8604.0,24,1154.0,0.1043,24.0,0,0,Nord,mobile,a_jour,0
100247,2025-02-01,41,56881.0,1.1,14778.0,36,20103.0,0.3751,101.0,0,0,Sud,agence,a_jour,0
111024,2023-03-05,33,56863.0,5.7,16735.0,48,8202.0,0.1688,51.0,1,0,Nord,mobile,a_jour,0
114048,2024-03-10,34,37617.0,9.3,6525.0,36,14333.0,0.3955,115.0,1,1,,mobile,a_jour,0
117117,2023-08-07,51,36421.0,10.2,21801.0,24,6298.0,0.2228,274.0,7,0,,agence,recouvrement_amiable,0
104752,2024-08-11,28,49020.0,7.5,23144.0,60,7728.0,0.197,80.0,0,1,Ouest,mobile,a_jour,0
114096,2023-11-01,48,52387.0,5.3,24552.0,24,911.0,0.0564,135.0,1,0,Centre,agence,a_jour,0
113137,2024-03-26,33,33857.0,6.7,12519.0,12,5039.0,0.1796,44.0,1,0,Centre,mobile,a_jour,0
101131,2024-05-04,37,42926.0,4.7,3577.0,12,23373.0,0.5514,178.0,1,2,Sud,agence,a_jour,0
107408,2024-01-29,45,92469.0,4.0,7101.0,36,34417.0,0.3786,217.0,3,0,Ouest,courtier,a_jour,0
109664,2023-01-30,58,47706.0,2.3,13181.0,36,1435.0,0.0531,99.0,2,1,Est,courtier,a_jour,0
107051,2023-11-12,53,39784.0,6.4,20003.0,36,24128.0,0.6484,115.0,2,1,Sud,web,a_jour,0
116464,2024-03-23,39,39967.0,14.7,15584.0,48,10002.0,0.2827,103.0,1,0,Centre,mobile,a_jour,0
105026,2023-07-05,32,43161.0,14.0,10395.0,24,7596.0,0.1961,65.0,2,3,Sud,courtier,a_jour,0
111955,2023-09-09,32,23102.0,4.9,19703.0,24,7994.0,0.4171,58.0,0,0,Ouest,web,a_jour,0
113443,2023-10-04,43,56966.0,14.1,22849.0,36,8929.0,0.1902,146.0,2,0,Nord,web,a_jour,0
118118,2023-11-18,40,19819.0,2.1,17724.0,6,4677.0,0.3105,184.0,2,1,Sud,web,a_jour,0
108692,2024-12-25,44,17802.0,3.0,21207.0,12,8988.0,0.6042,178.0,3,2,Est,web,a_jour,0
109965,2023-08-15,26,39459.0,1.4,8135.0,24,4836.0,0.1397,57.0,0,0,Est,web,a_jour,0
117956,2024-06-10,31,39625.0,10.9,14175.0,36,11173.0,0.3118,103.0,0,0,Ouest,web,a_jour,0
109930,2023-09-08,40,32210.0,10.0,12454.0,24,5467.0,0.202,162.0,5,1,Est,agence,a_jour,0
113536,2023-12-21,39,38189.0,9.4,11679.0,60,82.0,0.0276,131.0,1,0,Sud,agence,a_jour,0
118580,2024-11-14,42,32984.0,7.6,12517.0,24,5771.0,0.2066,140.0,1,1,Centre,web,recouvrement_contentieux,1
108333,2023-02-01,55,16697.0,9.3,17527.0,12,5531.0,0.4024,285.0,2,2,Ouest,web,a_jour,0
108076,2024-01-24,60,43184.0,6.4,8574.0,6,4309.0,0.1163,451.0,6,0,Est,web,a_jour,0
117978,2023-03-26,32,19928.0,3.4,16060.0,12,2065.0,0.1708,45.0,0,1,Sud,web,a_jour,0
111618,2023-09-04,59,39508.0,3.0,10426.0,12,15356.0,0.4107,269.0,5,2,Ouest,courtier,a_jour,0
118786,2023-04-02,46,35857.0,10.7,9201.0,24,10780.0,0.322,190.0,2,1,Centre,agence,a_jour,0
114461,2023-08-10,34,37013.0,2.2,7325.0,24,,0.3548,88.0,1,2,Sud,web,a_jour,0
101910,2023-02-24,49,36400.0,1.8,7848.0,24,5413.0,0.1667,263.0,4,1,Nord,agence,a_jour,0
110553,2024-02-26,40,51292.0,3.7,11064.0,24,9860.0,0.2102,66.0,0,0,Ouest,web,a_jour,0
109242,2024-04-17,73,76899.0,6.3,42235.0,36,22259.0,0.3352,,7,1,Nord,mobile,a_jour,0
117898,2023-11-17,31,29475.0,2.0,12067.0,36,362.0,0.0464,131.0,0,0,Ouest,mobile,a_jour,0
105187,2023-04-01,51,49114.0,4.2,13345.0,24,1384.0,0.0508,140.0,1,0,Centre,web,a_jour,0
103595,2023-07-31,28,44355.0,3.4,20611.0,36,1346.0,0.0691,87.0,0,0,Ouest,web,a_jour,0
108126,2023-11-24,34,28325.0,2.9,12461.0,60,3729.0,0.1683,45.0,0,2,Est,web,a_jour,0
110531,2023-02-06,25,51382.0,5.3,8313.0,36,3444.0,0.0805,41.0,0,0,Ouest,web,a_jour,0
101668,2024-01-24,38,119431.0,11.9,10037.0,36,7913.0,0.0733,101.0,3,1,Sud,mobile,a_jour,0
105767,2023-08-29,39,66688.0,9.9,8624.0,24,5424.0,0.0921,228.0,1,0,Sud,web,a_jour,0
113954,2024-09-27,36,19878.0,5.2,3805.0,36,944.0,0.0634,122.0,2,0,Nord,courtier,a_jour,0
101072,2024-07-06,36,22871.0,5.7,23301.0,60,4767.0,0.2933,58.0,0,0,Centre,web,recouvrement_amiable,0
117952,2023-03-02,23,34305.0,5.0,32408.0,60,9952.0,0.3688,55.0,0,0,Nord,courtier,a_jour,0
108444,2024-06-29,50,23023.0,2.5,11546.0,72,12847.0,0.5998,179.0,0,0,Ouest,web,a_jour,0
113636,2023-04-01,25,38034.0,7.0,10085.0,24,3792.0,0.1218,76.0,0,0,Nord,web,a_jour,0
101252,2023-02-24,39,38251.0,4.4,7104.0,60,3065.0,0.0956,121.0,1,0,Est,web,a_jour,0
113877,2023-02-19,63,35278.0,,12169.0,36,12725.0,0.3895,510.0,12,1,Nord,mobile,a_jour,0
111581,2024-08-21,31,52240.0,6.9,3344.0,60,12741.0,0.2492,69.0,1,0,Nord,agence,a_jour,0
112251,2023-08-21,58,49986.0,5.2,21554.0,18,19364.0,0.4233,101.0,1,2,Nord,web,a_jour,0
109320,2023-07-30,37,32212.0,6.5,25758.0,24,4917.0,0.2193,104.0,0,0,Sud,web,a_jour,0
113440,2024-09-05,36,81196.0,3.1,14355.0,6,9154.0,0.1275,105.0,1,0,Ouest,mobile,a_jour,0
106551,2024-08-21,53,20290.0,3.2,24643.0,48,3767.0,0.2869,387.0,10,0,Est,agence,a_jour,0
116092,2024-05-12,25,54064.0,7.0,14648.0,36,23695.0,0.4609,27.0,1,1,Sud,agence,a_jour,0
108278,2023-05-06,18,58985.0,1.0,31449.0,24,18431.0,0.3569,0.0,0,0,Nord,mobile,a_jour,0
105104,2023-03-21,28,27676.0,7.3,12967.0,24,5888.0,0.2518,73.0,1,0,Est,mobile,a_jour,0
117472,2024-07-04,45,23730.0,6.8,11847.0,36,2602.0,0.1513,103.0,3,0,Ouest,web,a_jour,0
108653,2023-02-12,62,42345.0,4.9,21609.0,24,24128.0,0.6123,216.0,1,1,Sud,courtier,a_jour,0
116842,2023-01-12,30,62908.0,1.4,13983.0,12,,0.16,67.0,0,0,Nord,agence,recouvrement_contentieux,1
114381,2024-01-20,30,36975.0,11.0,10763.0,12,16955.0,0.4828,39.0,0,1,Sud,courtier,a_jour,0
103789,2023-08-19,18,75891.0,1.0,32654.0,24,14337.0,0.2248,0.0,0,0,Est,web,a_jour,0
107271,2023-02-15,42,27795.0,0.9,12449.0,24,23811.0,0.894,252.0,2,1,Centre,mobile,a_jour,0
119091,2023-07-20,33,23873.0,4.1,54888.0,24,7440.0,0.5032,123.0,1,3,,agence,a_jour,0
117801,2023-05-18,41,39995.0,5.8,11344.0,36,23024.0,0.5993,104.0,0,0,Centre,web,a_jour,0
104173,2023-09-17,26,15303.0,5.5,11334.0,24,3841.0,0.3127,74.0,0,1,Ouest,web,a_jour,0
100585,2024-11-06,32,65087.0,1.3,6044.0,48,5355.0,0.09,44.0,0,2,Centre,agence,a_jour,0
111671,2023-03-12,42,44801.0,4.0,18570.0,48,3659.0,0.1162,67.0,0,0,Sud,web,a_jour,0
102751,2023-02-28,21,77666.0,3.0,6397.0,24,27615.0,0.3624,25.0,0,0,Ouest,web,a_jour,0
110729,2024-10-07,39,13325.0,15.3,17184.0,24,3380.0,0.3611,204.0,3,0,Sud,mobile,a_jour,0
119106,2023-01-22,46,48590.0,4.7,20821.0,18,10967.0,0.2614,239.0,6,0,Est,agence,a_jour,0
108266,2023-04-14,42,79131.0,,7941.0,60,9962.0,0.1343,221.0,3,0,Nord,agence,a_jour,0
104338,2024-06-24,43,62862.0,4.0,10843.0,36,3375.0,0.0681,166.0,2,0,Nord,web,a_jour,0
103144,2024-07-11,33,62150.0,3.2,17345.0,24,23053.0,0.3942,51.0,1,0,Centre,web,a_jour,0
115655,2023-04-18,22,69399.0,4.0,24034.0,72,,0.0542,45.0,0,0,Ouest,web,a_jour,0
110591,2024-03-01,42,80011.0,18.1,4146.0,36,28657.0,0.3625,88.0,0,1,Centre,web,a_jour,0
100113,2023-12-02,32,41539.0,2.0,49220.0,12,8203.0,0.2962,37.0,0,2,Centre,web,a_jour,0
108977,2023-07-30,40,27983.0,2.6,11361.0,12,5054.0,0.2144,71.0,1,2,Est,web,a_jour,0
100370,2023-09-02,42,40311.0,5.4,4496.0,48,6795.0,0.1779,61.0,0,1,Centre,agence,a_jour,0
108270,2023-09-09,41,15196.0,5.4,15986.0,48,1651.0,0.1963,153.0,4,1,Centre,agence,a_jour,0
112135,2023-06-15,44,30564.0,13.2,15695.0,24,2950.0,0.1393,223.0,3,1,Ouest,web,a_jour,0
110172,2024-01-14,45,42358.0,1.8,8987.0,12,9507.0,0.2421,98.0,1,1,Est,web,a_jour,0
102944,2024-08-23,64,45811.0,10.3,10898.0,60,3007.0,0.0855,410.0,3,0,Nord,agence,a_jour,0
110112,2023-02-11,30,35919.0,2.3,20114.0,24,17136.0,0.5237,36.0,0,0,Centre,agence,a_jour,0
113149,2023-11-13,57,40048.0,4.5,24186.0,36,1027.0,0.076,160.0,0,0,Nord,web,a_jour,0
104652,2023-08-30,47,60221.0,6.3,16444.0,36,1879.0,0.054,325.0,3,0,Nord,mobile,a_jour,0
108774,2024-01-11,37,36526.0,4.0,12792.0,12,15888.0,0.4642,71.0,0,0,Centre,agence,a_jour,0
108816,2023-09-29,45,48662.0,4.3,25892.0,12,7435.0,0.1971,153.0,3,0,Sud,mobile,a_jour,0
104028,2024-05-18,68,72815.0,10.2,10532.0,36,14203.0,0.2071,397.0,10,1,Sud,agence,a_jour,0
105707,2023-08-23,21,39198.0,3.0,18029.0,24,3105.0,0.1175,29.0,0,0,Ouest,web,a_jour,0
101832,2024-03-05,39,36133.0,10.1,11126.0,60,15915.0,0.4661,167.0,0,0,Centre,mobile,a_jour,0
103994,2024-01-09,55,16832.0,1.7,34107.0,12,1514.0,0.2588,340.0,3,1,Nord,mobile,a_jour,0
100947,2023-04-08,45,45086.0,10.1,27766.0,24,9873.0,0.2703,111.0,3,0,Ouest,web,a_jour,0
103399,2024-06-10,38,55693.0,11.2,11223.0,48,5075.0,0.1079,162.0,1,0,Nord,agence,a_jour,0
105783,2024-12-17,34,46299.0,0.7,6784.0,24,21107.0,0.4681,169.0,2,1,Centre,web,a_jour,0
119774,2024-02-18,29,22612.0,2.5,7344.0,60,1687.0,0.1017,77.0,1,0,Sud,web,a_jour,0
118392,2023-10-16,30,31083.0,4.5,27187.0,48,6158.0,0.271,98.0,1,0,Sud,courtier,a_jour,0
114249,2023-08-01,23,71308.0,5.0,21916.0,36,7975.0,0.1375,53.0,1,0,Ouest,web,a_jour,0
109513,2023-10-31,18,42932.0,1.0,15237.0,36,20540.0,0.508,0.0,0,0,Sud,agence,a_jour,0
117112,2023-09-13,37,45295.0,13.8,3903.0,48,8776.0,0.2009,125.0,1,3,Sud,mobile,a_jour,0
110193,2024-05-18,29,44187.0,5.5,18207.0,36,12908.0,0.3265,47.0,0,1,Ouest,courtier,a_jour,0
110609,2023-01-09,43,220000.0,4.0,12258.0,60,119651.0,0.5485,87.0,0,2,Ouest,agence,a_jour,0
108620,2023-01-19,49,47073.0,2.9,9753.0,48,11341.0,0.2582,214.0,2,0,Centre,web,a_jour,0
108537,2024-08-01,46,114495.0,2.9,13117.0,60,5034.0,0.0535,300.0,5,0,Nord,courtier,a_jour,0
105819,2024-02-19,30,32434.0,6.8,17082.0,18,2739.0,0.1283,64.0,1,1,Ouest,web,a_jour,0
114066,2023-11-29,29,60098.0,2.5,5714.0,60,19173.0,0.327,30.0,0,1,Est,web,a_jour,0
117513,2023-07-17,28,63579.0,8.3,11194.0,24,42125.0,0.6772,84.0,1,0,,agence,a_jour,0
102974,2023-01-13,29,51552.0,3.3,8827.0,12,12312.0,0.2531,115.0,1,1,Nord,web,recouvrement_amiable,0
116636,2024-06-26,50,46465.0,11.6,10279.0,48,2849.0,0.0797,146.0,3,1,Ouest,mobile,a_jour,0
106129,2023-09-30,39,29471.0,4.2,9495.0,12,1605.0,0.0813,208.0,1,0,Est,agence,recouvrement_amiable,0
113235,2024-09-13,44,41254.0,11.0,12157.0,24,9258.0,0.249,221.0,7,0,Nord,web,a_jour,0
115970,2024-07-05,35,23635.0,6.4,11335.0,24,3460.0,0.1864,133.0,2,1,Est,agence,a_jour,0
118992,2024-07-22,41,42805.0,8.9,17229.0,12,1813.0,0.0759,139.0,4,1,Sud,agence,a_jour,0
107827,2023-10-10,31,52889.0,4.3,37993.0,24,11786.0,0.2827,38.0,0,0,Nord,courtier,a_jour,0
109816,2023-07-01,39,19545.0,1.4,12316.0,60,327.0,0.0692,163.0,6,0,Ouest,web,a_jour,0
102436,2024-04-11,53,24357.0,7.2,27577.0,24,9932.0,0.5021,383.0,6,1,Nord,agence,recouvrement_amiable,0
113002,2023-02-19,33,42162.0,6.8,9353.0,24,19860.0,0.4895,109.0,1,2,Nord,web,a_jour,0
106872,2024-12-23,36,,2.9,23593.0,48,11235.0,0.5879,186.0,2,0,Sud,courtier,a_jour,0
110469,2024-06-04,28,20175.0,0.4,13605.0,48,5045.0,0.3063,87.0,2,0,Nord,courtier,recouvrement_amiable,1
110556,2024-06-26,31,19052.0,9.6,8590.0,12,1463.0,0.1144,,1,0,Ouest,agence,a_jour,0
104283,2023-11-14,28,88608.0,8.6,17410.0,36,54755.0,0.6343,27.0,0,2,Nord,web,a_jour,0
103746,2023-11-24,18,54512.0,1.0,29633.0,36,24602.0,0.4966,0.0,0,0,Nord,agence,a_jour,0
105166,2024-06-11,37,38453.0,5.4,73401.80296039891,24,10866.0,0.3101,155.0,0,0,Ouest,courtier,a_jour,0
117296,2023-10-31,30,33673.0,7.6,23023.0,48,20359.0,0.6616,127.0,2,2,Centre,courtier,a_jour,0
111219,2024-06-01,43,50923.0,5.3,15985.0,24,,0.1268,194.0,0,0,Ouest,agence,recouvrement_amiable,0
113372,2023-01-20,43,95363.0,16.2,26121.0,24,6095.0,0.0867,187.0,0,0,Ouest,courtier,a_jour,0
119801,2023-06-14,37,41363.0,3.4,10587.0,48,6373.0,0.1754,138.0,3,0,Est,web,a_jour,0
111647,2023-05-08,44,23412.0,5.5,9540.0,48,2822.0,0.1545,274.0,3,1,Sud,web,a_jour,0
104122,2024-12-20,50,74335.0,3.4,19104.0,60,23042.0,0.3314,120.0,0,1,Centre,agence,a_jour,0
109508,2024-08-17,44,60565.0,1.7,7307.0,48,12778.0,0.221,206.0,2,0,Sud,web,a_jour,0
109009,2023-04-06,45,65394.0,7.4,30367.0,24,24557.0,0.4142,188.0,3,0,Centre,mobile,a_jour,0
110360,2023-11-22,58,24135.0,7.7,7633.0,60,2413.0,0.1263,108.0,1,1,Sud,agence,a_jour,0
119292,2024-01-07,38,25202.0,5.2,14234.0,48,5389.0,0.2609,91.0,1,1,Sud,web,a_jour,0
104938,2023-08-04,41,25316.0,16.7,15687.0,18,5984.0,0.288,119.0,2,0,Nord,web,a_jour,0
103973,2023-07-08,41,90098.0,3.7,8269.0,24,19376.0,0.2227,249.0,1,0,Nord,mobile,a_jour,0
114783,2023-01-11,36,39408.0,3.2,9924.0,6,2591.0,0.0867,190.0,0,1,Ouest,agence,a_jour,0
113283,2024-08-20,37,30830.0,2.3,8782.0,6,1664.0,0.0777,85.0,1,0,Nord,web,a_jour,0
117756,2024-03-16,36,34638.0,0.8,8767.0,36,9006.0,0.2811,142.0,2,0,Centre,web,a_jour,0
105674,2023-12-27,38,26373.0,2.5,5564.0,24,13599.0,0.5332,71.0,1,2,Est,agence,recouvrement_amiable,1
117224,2024-05-28,48,28180.0,1.6,7967.0,12,11625.0,0.4361,157.0,3,0,Est,agence,recouvrement_amiable,0
114144,2024-03-22,46,26696.0,9.7,11357.0,60,17357.0,0.6856,97.0,0,2,Nord,web,a_jour,0
113605,2023-12-26,45,63538.0,10.5,6073.0,60,10186.0,0.1683,276.0,4,0,Nord,courtier,a_jour,0
114113,2024-09-17,33,40393.0,46.3,14778.0,24,17267.0,0.458,101.0,2,0,Ouest,agence,recouvrement_amiable,1
103824,2024-03-09,61,41244.0,13.0,3089.0,6,7798.0,0.1953,458.0,10,0,Centre,courtier,a_jour,0
105713,2024-04-27,61,25537.0,1.2,7577.0,24,1710.0,0.0917,248.0,2,1,Est,web,a_jour,0
103536,2023-01-22,42,43902.0,6.9,10300.0,48,2471.0,0.0758,60.0,1,0,Sud,mobile,a_jour,0
107862,2024-07-31,48,74723.0,1.0,12795.0,12,5015.0,0.0814,92.0,0,0,Sud,courtier,a_jour,0
118502,2023-01-08,26,26069.0,8.0,9898.0,36,7978.0,0.3377,23.0,0,2,Centre,web,a_jour,0
115243,2024-06-25,39,65518.0,0.9,11078.0,24,10848.0,0.1797,99.0,0,1,Centre,mobile,a_jour,0
110243,2023-08-12,38,46841.0,9.1,14252.0,48,9133.0,0.2203,203.0,1,0,Nord,mobile,a_jour,0
107382,2023-06-23,52,32335.0,13.0,12290.0,24,9046.0,0.3114,112.0,1,0,Centre,mobile,a_jour,0
106701,2023-01-24,50,,2.3,5795.0,24,5597.0,0.2089,211.0,1,0,Ouest,web,a_jour,0
100052,2023-09-23,24,104377.0,6.0,26428.0,18,9383.0,0.111,36.0,0,1,Nord,courtier,a_jour,0
106594,2024-11-29,33,68597.0,1.4,9327.0,48,15472.0,0.2369,47.0,0,0,Est,mobile,a_jour,0
108766,2023-06-08,38,45854.0,10.7,7135.0,48,5696.0,0.1372,220.0,3,0,Centre,web,a_jour,0
118202,2024-12-19,32,45193.0,1.8,10758.0,12,7722.0,0.1907,138.0,2,0,Nord,courtier,a_jour,0
104302,2023-04-08,42,31187.0,3.4,20131.0,18,2984.0,0.1495,86.0,0,0,Nord,courtier,a_jour,0
103588,2024-04-19,26,34672.0,2.8,30336.0,48,10898.0,0.3872,21.0,1,1,Centre,web,a_jour,0
114882,2024-06-19,52,72600.0,2.6,23233.0,48,13971.0,0.2191,279.0,3,2,Nord,agence,a_jour,0
110407,2023-12-02,40,18868.0,6.6,12849.0,18,2231.0,0.175,112.0,2,0,Ouest,courtier,a_jour,0
100061,2024-06-27,35,36239.0,3.9,10243.0,48,8283.0,0.2521,137.0,0,2,Ouest,agence,a_jour,0
106864,2024-10-19,33,50682.0,4.7,13206.0,24,11780.0,0.2541,65.0,1,0,Nord,courtier,a_jour,0
113715,2023-08-28,29,24539.0,6.1,15653.0,48,4658.0,0.243,43.0,0,0,Ouest,web,a_jour,0
105118,2024-09-29,42,86125.0,4.6,15323.0,12,14472.0,0.1829,135.0,0,1,Ouest,agence,a_jour,0
111485,2024-07-29,21,82784.0,3.0,30506.0,12,58682.0,0.7396,8.0,0,1,Nord,web,a_jour,0
100524,2023-08-21,36,70255.0,1.4,16298.0,36,27389.0,0.4092,119.0,1,1,Sud,agence,recouvrement_amiable,1
103289,2023-05-16,37,26801.0,7.4,21662.0,12,10812.0,0.4708,114.0,0,3,Sud,mobile,a_jour,0
107418,2024-10-05,43,48480.0,1.7,16349.0,60,19849.0,0.4375,231.0,2,3,Ouest,mobile,a_jour,0
103899,2024-11-06,57,32745.0,6.6,19026.0,60,14041.0,0.4772,436.0,7,0,Centre,mobile,a_jour,0
118752,2024-02-10,29,73941.0,3.7,20532.0,24,15961.0,0.239,56.0,0,0,Sud,agence,a_jour,0
101599,2024-05-31,33,46608.0,2.8,14594.0,24,7081.0,0.178,159.0,0,0,Sud,agence,a_jour,0
102153,2024-02-02,42,42460.0,4.7,6745.0,6,16449.0,0.4006,236.0,3,1,Ouest,mobile,a_jour,0
109206,2023-09-25,30,42659.0,12.0,17901.0,48,11958.0,0.3153,134.0,2,1,Centre,mobile,a_jour,0
117509,2023-04-11,44,52405.0,7.6,10081.0,36,9599.0,0.1992,78.0,1,1,Est,agence,a_jour,0
103507,2024-08-15,33,38345.0,8.2,10080.0,36,3367.0,0.1097,96.0,2,0,Nord,mobile,a_jour,0
112386,2024-01-27,53,36803.0,1.1,9020.0,12,8613.0,0.2545,226.0,3,0,Nord,agence,a_jour,0
112248,2024-12-22,54,55773.0,2.5,7677.0,36,6915.0,0.1355,251.0,4,0,Sud,courtier,recouvrement_amiable,1
119094,2024-10-16,49,24806.0,3.7,11230.0,60,7381.0,0.3353,84.0,2,2,Sud,mobile,a_jour,0
118686,2023-09-15,46,34531.0,2.1,6352.0,24,1616.0,0.0621,143.0,2,0,Nord,web,a_jour,0
101196,2024-06-04,48,23243.0,11.9,27035.0,48,5053.0,0.3143,265.0,3,0,Est,agence,recouvrement_amiable,1
107154,2023-11-05,54,25868.0,6.6,5525.0,48,1609.0,0.08,153.0,2,0,Est,mobile,a_jour,0
106827,2023-02-09,42,28160.0,6.2,17614.0,12,17161.0,0.6615,173.0,4,1,Centre,mobile,a_jour,0
102415,2023-12-21,56,48355.0,7.3,12640.0,24,11900.0,0.2679,129.0,2,1,Centre,web,recouvrement_amiable,1
105006,2023-12-30,51,38398.0,8.4,24940.0,48,12430.0,0.3778,339.0,3,0,Ouest,agence,a_jour,0
100242,2023-03-11,37,63914.0,14.2,16120.0,24,6673.0,0.1254,145.0,2,0,Nord,agence,a_jour,0
105909,2024-01-14,33,94581.0,9.0,19253.0,24,4322.0,0.0627,139.0,2,0,Est,web,a_jour,0
105924,2024-10-27,61,25751.0,6.4,26444.0,12,4172.0,0.2476,255.0,4,0,Est,web,a_jour,0
105664,2024-02-04,43,27855.0,,14148.0,60,12634.0,0.4959,190.0,2,1,Nord,web,a_jour,0
115230,2024-09-30,50,15210.0,5.8,11500.0,60,3207.0,0.2739,274.0,3,1,Sud,mobile,recouvrement_amiable,1
110810,2023-10-14,53,127622.0,1.0,13508.0,12,9605.0,0.0841,85.0,1,0,Sud,web,a_jour,0
102699,2023-03-28,47,31563.0,4.6,12533.0,12,11087.0,0.3844,,2,1,Nord,web,a_jour,0
119406,2023-01-05,32,68943.0,1.4,9755.0,18,17374.0,0.2638,49.0,0,0,Ouest,agence,a_jour,0
102310,2023-07-24,57,49879.0,7.8,11859.0,36,19132.0,0.4034,283.0,2,1,Centre,agence,recouvrement_amiable,1
117451,2024-11-06,47,29293.0,11.5,35902.0,6,1787.0,0.1631,,2,0,Nord,web,a_jour,0
100658,2023-02-22,40,41367.0,9.0,21534.0,36,14465.0,0.3931,200.0,0,1,Ouest,web,a_jour,0
109975,2023-05-19,33,29482.0,4.4,17563.0,60,23204.0,0.8367,152.0,2,0,Ouest,web,a_jour,0
109672,2024-10-08,33,32658.0,3.4,32094.0,24,4386.0,0.2162,97.0,0,0,Est,mobile,a_jour,0
100729,2024-04-25,62,36490.0,1.8,14313.0,24,6892.0,0.2216,496.0,4,2,Est,web,a_jour,0
109316,2024-12-26,32,49091.0,2.8,16914.0,36,12172.0,0.2767,140.0,4,1,Ouest,agence,a_jour,0
116727,2023-09-30,22,59372.0,2.3,19553.0,60,8458.0,0.1699,32.0,1,0,Est,courtier,a_jour,0
105789,2024-12-21,39,40607.0,8.0,21017.0,6,2293.0,0.0996,66.0,1,1,Centre,agence,a_jour,0
118770,2024-06-30,18,103739.0,0.9,19126.0,12,14168.0,0.1519,0.0,0,0,Ouest,web,a_jour,0
116365,2024-01-07,42,28212.0,8.3,35640.0,36,3887.0,0.2431,240.0,3,1,Nord,mobile,a_jour,0
101168,2024-12-29,33,43024.0,3.0,18217.0,24,9422.0,0.2543,96.0,2,0,Centre,agence,a_jour,0
107566,2023-11-02,35,71447.0,11.3,10354.0,36,29102.0,0.4194,85.0,1,0,Ouest,mobile,a_jour,0
116662,2023-03-06,52,55912.0,11.4,13157.0,12,12143.0,0.2368,102.0,0,0,Ouest,agence,a_jour,0
107690,2024-10-11,53,138123.0,6.7,7939.0,36,30106.0,0.2228,367.0,4,1,Nord,web,a_jour,0
103554,2023-10-30,50,47922.0,4.4,20078.0,12,11883.0,0.2829,149.0,0,0,Est,agence,a_jour,0
102533,2023-05-05,34,29845.0,1.3,12436.0,12,7215.0,0.2765,81.0,0,0,Ouest,agence,a_jour,0
117500,2024-01-15,53,22276.0,2.2,7192.0,24,5272.0,0.2636,143.0,0,0,Centre,agence,a_jour,0
109391,2024-05-03,36,66782.0,5.2,6142.0,60,10274.0,0.1615,196.0,0,0,Nord,mobile,a_jour,0
114257,2024-09-13,35,57371.0,5.7,28187.0,24,10990.0,0.2325,187.0,2,0,Est,mobile,a_jour,0
113539,2023-10-14,28,46257.0,4.9,10353.0,36,25018.0,0.5595,59.0,1,0,Centre,mobile,a_jour,0
105655,2023-06-10,33,22938.0,15.0,10310.0,36,5432.0,0.2743,151.0,5,1,Centre,agence,a_jour,0
116943,2024-08-08,41,74190.0,8.9,17032.0,24,19941.0,0.2879,200.0,4,0,Centre,mobile,a_jour,1
100057,2023-04-23,24,38249.0,6.0,37069.0,60,15930.0,0.4972,15.0,0,0,Sud,web,a_jour,0
113360,2024-03-04,21,47942.0,3.0,14056.0,24,15239.0,0.3423,7.0,1,0,Ouest,agence,a_jour,0
116122,2023-04-25,28,21589.0,10.0,11059.0,6,1141.0,0.0955,94.0,2,0,Ouest,web,a_jour,0
118666,2023-01-18,60,43863.0,10.7,8519.0,48,11728.0,0.2836,264.0,7,1,Nord,agence,a_jour,0
119733,2023-01-01,23,20438.0,,27450.0,12,2896.0,0.2536,,0,1,Sud,agence,a_jour,0
102718,2024-02-28,25,38500.0,1.4,9923.0,12,1839.0,0.0692,39.0,0,0,Centre,agence,a_jour,0
102010,2023-12-29,53,39158.0,3.5,11948.0,60,206.0,0.0307,354.0,5,1,Sud,courtier,a_jour,1
116653,2024-05-25,53,38390.0,1.5,25164.0,36,11818.0,0.3625,101.0,3,0,Sud,web,a_jour,0
112910,2024-12-20,45,62712.0,4.3,25839.0,36,6814.0,0.143,67.0,0,0,Ouest,agence,a_jour,0
111673,2024-09-30,33,23603.0,6.7,11174.0,36,2524.0,0.1464,139.0,1,1,Sud,web,a_jour,0
116386,2024-04-03,32,19223.0,7.2,21354.0,24,4107.0,0.3062,46.0,0,2,Ouest,web,a_jour,0
119408,2024-01-01,29,34198.0,1.8,8063.0,12,7381.0,0.2355,119.0,1,0,Ouest,web,recouvrement_amiable,0
111679,2023-05-25,40,40646.0,8.6,7891.0,24,4765.0,0.1334,225.0,5,0,Sud,web,a_jour,0
119264,2024-05-17,45,54056.0,8.3,8406.0,48,20052.0,0.3839,282.0,4,2,Est,web,a_jour,0
119538,2023-10-20,65,29357.0,1.1,10527.0,36,7741.0,0.2936,526.0,14,1,Ouest,mobile,a_jour,0
